Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,Visibility (km),Cc_clear,Cc_cloudy,Cc_overcast,Cc_partly cloudy,Ss_Autumn,Ss_Spring,Ss_Summer,Ss_Winter,Lc_coastal,Lc_inland,Lc_mountain,UV Index,Weather Type
23.0,54,10.0,15.0,1013.91,7.5,0,0,0,1,0,0,0,1,1,0,0,5,Sunny
-7.0,79,16.5,69.0,989.28,1.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
31.0,48,6.5,19.0,1027.75,9.5,1,0,0,0,1,0,0,0,1,0,0,5,Sunny
1.0,77,5.0,55.0,993.03,3.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
13.0,61,12.5,93.0,1008.84,5.0,0,0,0,1,0,0,1,0,1,0,0,0,Rainy
32.0,71,11.5,15.0,1013.15,7.5,0,0,1,0,0,0,1,0,1,0,0,3,Cloudy
28.0,80,17.5,64.0,1015.44,4.0,0,0,0,1,0,0,0,1,0,0,1,1,Rainy
36.0,63,1.0,10.0,1028.04,6.5,0,0,0,1,0,0,1,0,0,1,0,5,Sunny
12.0,79,17.5,99.0,1006.53,1.5,0,0,1,0,0,1,0,0,1,0,0,1,Rainy
27.0,79,4.5,31.0,1010.97,9.0,0,0,1,0,0,1,0,0,0,0,1,1,Cloudy
-3.0,80,14.0,78.0,980.79,1.5,0,0,0,1,0,0,0,1,0,0,1,1,Snowy
-4.0,69,3.0,69.0,996.15,1.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
16.0,75,14.5,43.0,1000.58,5.5,0,0,0,1,0,1,0,0,0,0,1,1,Cloudy
13.0,78,8.0,59.0,1003.42,1.0,0,0,1,0,1,0,0,0,0,1,0,1,Rainy
-1.0,61,12.0,81.0,999.12,3.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
38.0,63,5.5,11.0,1013.87,7.5,1,0,0,0,0,1,0,0,0,0,1,11,Sunny
30.0,98,5.0,66.0,1012.74,3.0,0,0,1,0,0,1,0,0,1,0,0,2,Rainy
-8.0,93,13.0,80.0,988.73,4.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
26.0,83,9.5,54.0,1018.87,4.5,0,0,1,0,0,0,1,0,0,0,1,3,Rainy
-6.0,60,1.5,74.0,990.96,2.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
-1.0,84,12.5,74.0,997.24,4.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
-9.0,88,16.5,86.0,991.89,2.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
33.0,63,12.5,25.0,1009.31,6.0,0,0,0,1,0,0,0,1,0,0,1,4,Cloudy
30.0,31,5.5,2.0,1023.22,9.0,1,0,0,0,1,0,0,0,0,0,1,6,Sunny
30.0,61,7.5,6.0,1019.19,9.5,0,0,0,1,0,1,0,0,0,1,0,10,Sunny
32.0,35,5.5,9.0,1010.24,9.0,0,0,0,1,0,0,1,0,1,0,0,6,Sunny
32.0,75,14.0,10.0,1009.31,6.0,0,0,1,0,1,0,0,0,1,0,0,2,Cloudy
19.0,73,12.0,43.0,1016.1,5.5,0,0,0,1,0,1,0,0,1,0,0,4,Cloudy
31.0,63,7.5,16.0,1028.64,8.0,1,0,0,0,0,0,1,0,0,0,1,8,Sunny
11.0,51,7.5,31.0,1009.49,8.5,0,0,1,0,1,0,0,0,0,1,0,2,Cloudy
30.0,34,9.5,12.0,1018.43,9.5,1,0,0,0,0,1,0,0,0,1,0,9,Sunny
31.0,60,3.0,47.0,1012.14,6.5,0,0,0,1,0,0,1,0,0,0,1,4,Cloudy
12.0,70,10.5,73.0,993.83,1.0,0,0,1,0,1,0,0,0,0,0,1,2,Rainy
28.0,49,4.5,12.0,1010.13,8.0,1,0,0,0,0,1,0,0,0,0,1,11,Sunny
11.0,73,19.0,82.0,993.96,2.0,0,0,1,0,0,0,0,1,0,0,1,1,Rainy
-9.0,60,5.0,51.0,992.14,5.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
28.0,63,7.0,12.0,1011.03,8.0,0,0,1,0,0,1,0,0,0,1,0,3,Cloudy
-4.0,67,17.0,67.0,997.24,4.5,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
14.0,90,7.0,66.0,1011.74,4.5,0,0,1,0,0,1,0,0,0,0,1,0,Rainy
28.0,67,3.0,9.0,1023.54,5.0,1,0,0,0,0,0,0,1,0,1,0,5,Sunny
27.0,40,5.0,15.0,1026.05,7.0,1,0,0,0,0,0,1,0,0,0,1,9,Sunny
18.0,77,15.5,64.0,1015.8,2.0,0,0,1,0,0,0,1,0,0,1,0,2,Rainy
37.0,38,1.0,15.0,1014.51,9.5,1,0,0,0,1,0,0,0,0,0,1,7,Sunny
24.0,44,3.0,3.0,1021.75,8.0,1,0,0,0,1,0,0,0,1,0,0,7,Sunny
34.0,51,8.0,8.0,1010.17,8.0,1,0,0,0,0,1,0,0,0,0,1,9,Sunny
-1.0,87,5.5,62.0,980.67,4.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
22.0,69,8.0,66.0,1001.46,4.0,0,0,1,0,0,1,0,0,0,0,1,0,Rainy
33.0,36,2.0,4.0,1017.25,9.5,1,0,0,0,0,0,0,1,0,1,0,10,Sunny
34.0,53,7.0,22.0,1004.25,7.0,0,0,0,1,0,0,0,1,0,1,0,3,Cloudy
12.0,86,17.5,82.0,998.91,3.5,0,0,0,1,1,0,0,0,1,0,0,3,Rainy
27.0,58,11.0,37.0,1005.12,8.5,0,0,0,1,0,0,0,1,0,1,0,1,Cloudy
32.0,65,14.5,78.0,998.06,3.5,0,0,1,0,0,0,1,0,1,0,0,3,Rainy
19.0,74,13.0,98.0,1003.68,4.0,0,0,1,0,0,1,0,0,1,0,0,1,Rainy
15.0,90,6.5,97.0,1018.37,2.0,0,0,1,0,0,0,1,0,1,0,0,2,Rainy
30.0,106,22.5,109.0,998.32,2.0,0,0,1,0,0,1,0,0,0,1,0,13,Rainy
24.0,76,16.0,99.0,1006.68,1.5,0,0,1,0,0,0,0,1,1,0,0,3,Rainy
41.0,60,6.5,4.0,1026.24,5.5,0,0,0,1,0,1,0,0,0,0,1,6,Sunny
29.0,56,11.0,16.0,1005.23,8.0,0,0,1,0,1,0,0,0,1,0,0,2,Cloudy
13.0,61,13.0,18.0,1018.6,7.5,0,0,0,1,0,1,0,0,0,1,0,2,Cloudy
4.0,99,9.0,77.0,981.23,4.0,0,0,0,1,0,0,0,1,0,1,0,0,Snowy
27.0,92,9.0,65.0,1003.41,4.5,0,0,1,0,0,0,0,1,1,0,0,3,Rainy
31.0,97,17.0,79.0,1004.51,3.5,0,0,1,0,0,0,1,0,1,0,0,2,Rainy
24.0,62,6.0,13.0,1024.56,5.0,1,0,0,0,1,0,0,0,1,0,0,7,Sunny
10.0,63,20.0,50.0,995.6,2.5,0,0,1,0,0,1,0,0,0,0,1,1,Rainy
32.0,51,6.0,43.0,1007.13,7.0,0,0,0,1,0,1,0,0,0,1,0,4,Cloudy
20.0,73,0.5,86.0,1014.44,6.0,0,0,1,0,0,0,0,1,1,0,0,9,Cloudy
0.0,90,19.5,82.0,988.89,1.5,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
23.0,63,9.5,17.0,1007.1,5.5,0,0,0,1,1,0,0,0,0,0,1,1,Cloudy
3.0,63,17.0,68.0,997.09,3.5,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
20.0,77,14.5,86.0,1012.4,3.5,0,0,1,0,0,0,1,0,0,1,0,5,Rainy
12.0,65,12.5,29.0,1006.37,7.5,0,0,1,0,0,1,0,0,0,1,0,3,Cloudy
17.0,39,1.5,40.0,1027.2,16.5,0,0,0,1,0,0,0,1,0,1,0,0,Cloudy
11.0,75,9.0,15.0,1018.23,9.0,0,0,0,1,1,0,0,0,0,0,1,2,Cloudy
31.0,73,14.5,36.0,1009.35,6.5,0,0,0,1,0,1,0,0,0,1,0,4,Cloudy
4.0,94,18.5,88.0,997.56,3.5,0,0,0,1,0,0,0,1,0,0,1,1,Snowy
12.0,65,20.0,85.0,1003.91,1.5,0,0,1,0,0,0,1,0,0,1,0,3,Rainy
37.0,47,6.5,4.0,1020.52,9.0,1,0,0,0,0,1,0,0,1,0,0,11,Sunny
16.0,71,3.0,104.0,1009.56,5.5,0,0,0,1,0,1,0,0,1,0,0,9,Cloudy
-2.0,60,13.5,75.0,997.81,4.5,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
33.0,73,19.5,93.0,1027.82,6.5,1,0,0,0,0,0,0,1,0,1,0,2,Sunny
10.0,78,15.0,24.0,1007.08,8.0,0,0,0,1,1,0,0,0,0,1,0,2,Cloudy
33.0,65,9.5,0.0,1026.33,5.0,0,0,0,1,1,0,0,0,0,0,1,5,Sunny
11.0,50,8.0,22.0,1013.91,6.0,0,0,1,0,0,1,0,0,0,0,1,3,Cloudy
32.0,72,13.0,13.0,1001.27,9.0,0,0,0,1,1,0,0,0,1,0,0,2,Cloudy
25.0,56,14.5,39.0,1016.0,7.5,0,0,1,0,0,1,0,0,0,0,1,3,Cloudy
32.0,65,1.5,17.0,1007.14,6.0,0,0,0,1,0,1,0,0,1,0,0,3,Cloudy
24.0,92,8.5,52.0,998.62,3.5,0,0,1,0,0,1,0,0,0,1,0,3,Rainy
14.0,60,1.5,35.0,1013.94,6.5,0,0,0,1,0,0,1,0,0,0,1,1,Cloudy
33.0,66,9.0,24.0,1004.24,6.0,0,0,0,1,0,1,0,0,0,0,1,4,Cloudy
34.0,85,13.5,87.0,1001.87,1.0,0,0,1,0,0,0,1,0,0,1,0,2,Rainy
29.0,36,2.5,1.0,1022.15,9.5,0,0,0,1,0,0,0,1,0,0,1,11,Sunny
25.0,63,0.5,46.0,1016.21,5.5,0,0,1,0,0,1,0,0,1,0,0,3,Cloudy
34.0,78,7.0,18.0,1008.12,8.0,0,0,0,1,1,0,0,0,0,0,1,2,Cloudy
-4.0,79,19.0,98.0,980.71,4.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
28.0,58,3.0,26.0,1017.24,7.5,0,0,0,1,1,0,0,0,0,1,0,2,Cloudy
10.0,62,12.0,28.0,1015.42,8.0,0,0,1,0,0,0,1,0,0,0,1,4,Cloudy
26.0,61,13.5,25.0,1000.09,6.5,0,0,1,0,0,0,1,0,0,0,1,3,Cloudy
-5.0,74,14.0,67.0,984.62,2.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
20.0,67,15.0,37.0,1010.43,6.0,0,0,0,1,0,0,0,1,1,0,0,1,Cloudy
10.0,76,11.0,63.0,996.96,2.0,0,0,1,0,1,0,0,0,0,1,0,3,Rainy
31.0,62,1.0,17.0,1008.23,8.0,0,0,1,0,0,0,0,1,0,1,0,3,Cloudy
12.0,53,0.5,28.0,1014.91,6.5,0,0,0,1,0,0,1,0,1,0,0,1,Cloudy
20.0,93,19.0,65.0,1013.42,2.0,0,0,0,1,0,0,0,1,0,1,0,1,Rainy
15.0,67,14.5,37.0,1008.8,7.0,0,0,0,1,0,0,0,1,1,0,0,3,Cloudy
24.0,61,8.5,65.0,998.75,3.5,0,0,1,0,0,0,0,1,1,0,0,1,Rainy
32.0,89,11.5,57.0,1019.84,4.5,0,0,0,1,0,1,0,0,0,0,1,1,Rainy
-8.0,78,1.5,98.0,990.41,2.0,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
14.0,63,12.0,40.0,1018.31,7.5,0,0,1,0,0,0,1,0,1,0,0,1,Cloudy
22.0,71,15.0,52.0,996.78,3.5,0,0,1,0,0,1,0,0,0,1,0,2,Rainy
1.0,99,2.5,98.0,983.39,2.5,0,0,0,1,0,0,0,1,0,1,0,0,Snowy
27.0,66,9.5,64.0,998.2,3.0,0,0,1,0,1,0,0,0,1,0,0,2,Rainy
-9.0,72,0.0,98.0,992.91,5.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
0.0,99,6.0,50.0,997.84,3.0,0,0,0,1,0,0,0,1,0,1,0,1,Snowy
34.0,62,1.5,44.0,1007.63,7.0,0,0,1,0,1,0,0,0,0,1,0,4,Cloudy
39.0,49,3.5,4.0,1019.35,9.0,0,0,0,1,0,0,0,1,0,0,1,5,Sunny
16.0,52,13.5,44.0,1002.97,7.0,0,0,0,1,1,0,0,0,1,0,0,3,Cloudy
27.0,87,12.5,99.0,1000.32,4.0,0,0,1,0,0,0,0,1,0,0,1,2,Rainy
16.0,83,11.5,91.0,1007.83,1.5,0,0,1,0,1,0,0,0,1,0,0,2,Rainy
25.0,75,11.0,72.0,1000.69,3.0,0,0,1,0,0,1,0,0,0,1,0,1,Rainy
38.0,58,4.0,0.0,1014.22,8.5,0,0,0,1,0,1,0,0,0,1,0,5,Sunny
1.0,72,4.5,88.0,990.65,4.5,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
15.0,62,16.0,86.0,1002.18,4.5,0,0,1,0,0,0,0,1,0,1,0,0,Rainy
32.0,84,15.0,84.0,996.73,1.0,0,0,1,0,0,1,0,0,1,0,0,3,Rainy
22.0,52,0.5,8.0,1018.6,7.5,0,0,0,1,0,0,1,0,0,0,1,10,Sunny
3.0,93,17.0,92.0,998.54,1.5,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
24.0,64,14.5,77.0,1018.33,2.0,0,0,0,1,0,1,0,0,1,0,0,2,Rainy
30.0,58,4.5,1.0,1023.16,6.5,1,0,0,0,0,0,0,1,1,0,0,11,Sunny
-10.0,98,9.0,81.0,981.8,3.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
-2.0,96,13.5,94.0,984.24,1.5,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
33.0,61,6.5,61.0,996.31,1.5,0,0,0,1,0,0,1,0,1,0,0,0,Rainy
2.0,81,17.5,58.0,982.65,5.0,0,0,0,1,0,0,0,1,0,1,0,1,Snowy
15.0,63,15.5,71.0,997.37,4.0,0,0,1,0,1,0,0,0,0,0,1,2,Rainy
-4.0,91,8.0,81.0,993.81,2.5,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
20.0,78,1.5,48.0,1016.93,9.0,0,0,1,0,1,0,0,0,0,0,1,1,Cloudy
28.0,52,6.5,18.0,1011.87,5.5,1,0,0,0,0,0,1,0,0,0,1,10,Sunny
0.0,77,2.0,82.0,984.62,2.5,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
24.0,87,18.0,65.0,1011.48,1.5,0,0,0,1,0,1,0,0,0,1,0,1,Rainy
25.0,68,8.0,18.0,1008.08,6.0,0,0,0,1,0,0,1,0,1,0,0,4,Cloudy
-1.0,70,5.0,69.0,990.66,3.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
10.0,80,25.0,105.0,1004.03,9.0,0,0,1,0,0,0,1,0,0,0,1,14,Cloudy
13.0,98,19.5,85.0,1014.82,1.5,0,0,1,0,0,0,1,0,1,0,0,1,Rainy
-9.0,66,5.0,51.0,982.84,4.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
-2.0,72,5.5,80.0,987.59,2.0,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
30.0,65,10.0,27.0,1019.71,6.5,0,0,1,0,0,1,0,0,1,0,0,2,Cloudy
-2.0,64,2.0,68.0,990.02,4.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
-4.0,72,11.5,82.0,986.04,1.5,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
31.0,28,1.0,14.0,1025.44,6.0,1,0,0,0,0,1,0,0,0,1,0,5,Sunny
25.0,82,5.5,76.0,996.46,3.0,0,0,1,0,1,0,0,0,1,0,0,3,Rainy
11.0,55,6.0,48.0,1013.87,6.0,0,0,0,1,0,0,1,0,1,0,0,1,Cloudy
-5.0,87,15.0,61.0,989.69,3.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
16.0,54,8.0,18.0,1006.62,7.0,0,0,1,0,0,1,0,0,1,0,0,4,Cloudy
23.0,56,0.5,25.0,1002.33,5.5,0,0,1,0,0,0,1,0,0,1,0,1,Cloudy
31.0,76,12.5,37.0,1008.03,5.5,0,0,0,1,0,0,1,0,0,1,0,2,Cloudy
21.0,68,4.5,45.0,1011.76,6.5,0,0,0,1,0,0,1,0,0,1,0,1,Cloudy
19.0,61,2.5,43.0,1003.57,6.5,0,0,0,1,0,1,0,0,1,0,0,3,Cloudy
0.0,89,11.5,73.0,981.91,4.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
-3.0,89,8.0,70.0,980.93,3.5,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
31.0,76,10.5,64.0,990.23,2.0,0,0,1,0,1,0,0,0,1,0,0,1,Rainy
-1.0,88,17.5,99.0,984.4,3.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
29.0,91,13.5,65.0,1018.6,1.5,0,0,0,1,1,0,0,0,1,0,0,1,Rainy
22.0,51,8.0,5.0,1020.71,8.0,1,0,0,0,0,0,1,0,0,1,0,5,Sunny
27.0,74,10.0,43.0,1006.85,6.5,0,0,0,1,0,0,1,0,1,0,0,4,Cloudy
29.0,77,15.0,47.0,1012.58,8.5,0,0,0,1,0,0,0,1,1,0,0,3,Cloudy
28.0,76,2.0,23.0,1011.16,7.5,0,0,0,1,0,0,0,1,0,0,1,1,Cloudy
13.0,67,14.0,74.0,990.36,2.5,0,0,1,0,0,0,1,0,0,0,1,0,Rainy
26.0,60,3.5,12.0,1025.89,7.0,1,0,0,0,0,0,0,1,0,0,1,5,Sunny
26.0,90,11.5,75.0,1011.38,3.0,0,0,0,1,0,1,0,0,0,1,0,2,Rainy
32.0,65,18.5,81.0,1009.67,5.0,0,0,1,0,0,1,0,0,0,1,0,2,Rainy
-10.0,98,12.0,91.0,981.61,1.5,0,0,0,1,0,0,0,1,0,1,0,0,Snowy
10.0,79,15.5,80.0,1019.52,2.5,0,0,1,0,0,0,1,0,0,1,0,1,Rainy
14.0,74,5.5,84.0,1009.09,2.5,0,0,1,0,0,1,0,0,0,1,0,1,Rainy
28.0,60,14.5,10.0,1014.79,7.0,0,0,0,1,1,0,0,0,0,1,0,3,Cloudy
31.0,56,7.5,35.0,1000.05,8.0,0,0,1,0,0,0,1,0,1,0,0,2,Cloudy
27.0,48,1.0,18.0,1017.13,6.0,1,0,0,0,0,0,1,0,0,1,0,11,Sunny
13.0,83,14.0,98.0,991.68,2.5,0,0,1,0,0,1,0,0,1,0,0,3,Rainy
-1.0,71,2.0,86.0,991.12,4.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
26.0,63,10.0,25.0,1004.0,6.0,0,0,1,0,1,0,0,0,1,0,0,2,Cloudy
-3.0,65,4.0,80.0,980.23,5.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
16.0,94,13.0,66.0,1008.99,2.5,0,0,1,0,0,1,0,0,0,0,1,1,Rainy
23.0,70,14.0,32.0,1010.31,5.5,0,0,1,0,0,1,0,0,0,0,1,4,Cloudy
21.0,58,0.0,33.0,1000.4,5.0,0,0,0,1,1,0,0,0,1,0,0,4,Cloudy
-7.0,83,1.0,77.0,991.11,2.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
18.0,50,6.0,20.0,1000.82,8.0,0,0,1,0,0,1,0,0,1,0,0,1,Cloudy
37.0,38,8.5,3.0,1017.65,7.5,1,0,0,0,0,1,0,0,0,1,0,5,Sunny
30.0,55,5.0,13.0,1024.27,6.0,0,0,0,1,1,0,0,0,0,0,1,9,Sunny
17.0,82,10.0,84.0,1019.58,5.0,0,0,0,1,1,0,0,0,0,0,1,3,Rainy
-4.0,70,6.0,72.0,982.54,4.5,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
1.0,84,24.5,87.0,981.54,2.0,0,0,1,0,0,0,0,1,0,0,1,3,Snowy
27.0,24,8.0,5.0,1016.47,8.0,0,0,0,1,0,0,0,1,0,1,0,10,Sunny
25.0,59,3.5,22.0,1010.7,8.0,0,0,1,0,0,0,0,1,0,0,1,2,Cloudy
27.0,62,8.0,13.0,1017.63,9.0,0,0,0,1,0,0,0,1,1,0,0,2,Cloudy
29.0,54,9.0,1.0,1016.32,8.0,1,0,0,0,0,0,1,0,0,0,1,6,Sunny
26.0,82,6.0,93.0,1001.81,9.0,0,0,0,1,0,1,0,0,0,1,0,0,Cloudy
32.0,42,6.0,11.0,1027.6,9.5,0,0,0,1,0,0,0,1,1,0,0,9,Sunny
33.0,45,3.5,6.0,1011.39,9.5,1,0,0,0,0,0,0,1,1,0,0,6,Sunny
28.0,64,1.0,39.0,1007.18,5.0,0,0,0,1,0,0,0,1,0,1,0,3,Cloudy
0.0,89,3.5,73.0,980.86,3.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
33.0,59,14.0,20.0,1008.57,7.5,0,0,0,1,0,1,0,0,0,1,0,3,Cloudy
-6.0,86,1.0,84.0,989.18,2.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
30.0,61,11.5,48.0,1003.84,7.5,0,0,0,1,1,0,0,0,0,0,1,2,Cloudy
32.0,78,17.5,59.0,1007.35,4.0,0,0,1,0,1,0,0,0,0,0,1,1,Rainy
32.0,49,6.0,8.0,1024.87,9.0,1,0,0,0,1,0,0,0,1,0,0,7,Sunny
34.0,99,16.0,75.0,999.36,2.0,0,0,1,0,1,0,0,0,1,0,0,1,Rainy
-3.0,94,19.5,65.0,987.66,4.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
20.0,24,3.5,7.0,1014.06,9.5,1,0,0,0,1,0,0,0,0,0,1,11,Sunny
4.0,83,9.0,87.0,984.72,5.0,0,0,0,1,0,0,0,1,0,0,1,1,Snowy
12.0,56,2.5,13.0,1001.13,6.0,0,0,0,1,0,0,0,1,1,0,0,4,Cloudy
39.0,26,7.0,3.0,1010.1,6.0,0,0,0,1,0,0,0,1,0,0,1,6,Sunny
35.0,43,5.0,1.0,1023.81,7.5,0,0,0,1,1,0,0,0,0,1,0,11,Sunny
2.0,72,2.5,71.0,981.87,4.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
16.0,87,18.0,87.0,993.03,2.5,0,0,1,0,0,1,0,0,0,0,1,1,Rainy
23.0,60,3.5,32.0,1002.44,8.5,0,0,1,0,1,0,0,0,0,1,0,3,Cloudy
2.0,97,18.0,94.0,989.09,3.5,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
2.0,105,24.0,106.0,989.65,1.0,0,0,0,1,0,0,0,1,0,1,0,6,Snowy
28.0,60,8.5,3.0,1028.38,5.0,1,0,0,0,1,0,0,0,0,0,1,9,Sunny
1.0,72,15.5,83.0,984.34,2.5,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
-8.0,90,5.0,95.0,999.95,3.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
30.0,63,5.5,42.0,1005.58,8.5,0,0,0,1,0,0,1,0,0,1,0,3,Cloudy
15.0,108,13.5,78.0,1027.5,3.5,0,0,0,1,1,0,0,0,0,1,0,1,Sunny
20.0,74,8.0,92.0,1011.58,3.5,0,0,1,0,0,0,1,0,0,1,0,2,Rainy
29.0,41,2.5,11.0,1014.96,6.0,1,0,0,0,1,0,0,0,0,0,1,9,Sunny
4.0,69,8.0,59.0,981.75,4.5,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
-3.0,61,9.5,80.0,989.14,4.0,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
39.0,50,2.0,2.0,1026.92,9.0,1,0,0,0,0,0,0,1,0,0,1,6,Sunny
23.0,64,15.5,98.0,1003.88,2.5,0,0,0,1,0,1,0,0,1,0,0,0,Rainy
15.0,52,0.0,31.0,1006.72,5.5,0,0,0,1,1,0,0,0,0,0,1,3,Cloudy
30.0,34,8.0,15.0,1011.61,7.0,1,0,0,0,0,0,0,1,0,0,1,10,Sunny
28.0,68,5.5,14.0,1016.19,10.0,1,0,0,0,0,0,0,1,0,0,1,6,Sunny
-2.0,89,14.5,90.0,992.86,3.5,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
30.0,56,13.5,34.0,1014.72,7.0,0,0,0,1,0,0,0,1,1,0,0,3,Cloudy
-9.0,75,11.0,65.0,984.16,5.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
25.0,76,4.5,27.0,1001.35,8.0,0,0,1,0,0,0,0,1,0,0,1,2,Cloudy
27.0,63,11.5,53.0,1019.38,3.5,0,0,1,0,0,0,0,1,0,1,0,3,Rainy
29.0,70,13.0,10.0,1004.1,6.0,0,0,1,0,1,0,0,0,0,1,0,2,Cloudy
18.0,72,8.0,69.0,1001.85,2.0,0,0,1,0,0,0,0,1,1,0,0,0,Rainy
38.0,63,3.0,8.0,1011.41,5.5,1,0,0,0,0,1,0,0,0,0,1,5,Sunny
16.0,75,5.5,54.0,1018.53,1.5,0,0,0,1,0,0,1,0,0,1,0,3,Rainy
-5.0,98,18.5,99.0,981.01,4.5,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
17.0,96,12.0,78.0,1011.37,2.5,0,0,1,0,0,0,1,0,0,0,1,3,Rainy
-8.0,63,6.5,56.0,992.04,1.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
34.0,55,4.0,8.0,1011.65,10.0,0,0,0,1,0,0,0,1,0,0,1,5,Sunny
12.0,57,1.5,41.0,1010.8,5.5,0,0,0,1,1,0,0,0,0,1,0,2,Cloudy
1.0,89,7.5,72.0,996.54,2.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
-6.0,74,0.5,66.0,989.13,1.5,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
21.0,95,5.5,106.0,1017.28,2.0,1,0,0,0,0,0,1,0,0,1,0,10,Sunny
13.0,69,7.0,88.0,998.31,1.5,0,0,1,0,0,1,0,0,0,0,1,0,Rainy
29.0,59,8.5,46.0,1013.21,7.0,0,0,0,1,0,0,1,0,0,0,1,1,Cloudy
28.0,32,6.5,2.0,1029.69,9.0,1,0,0,0,0,1,0,0,0,0,1,8,Sunny
25.0,36,0.5,17.0,1023.21,9.0,1,0,0,0,0,0,1,0,1,0,0,9,Sunny
31.0,56,11.5,40.0,1017.0,8.5,0,0,0,1,0,1,0,0,0,1,0,2,Cloudy
-10.0,84,18.0,89.0,984.96,2.5,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
25.0,34,9.5,9.0,1012.54,7.0,1,0,0,0,0,1,0,0,0,0,1,7,Sunny
23.0,62,7.0,44.0,1005.05,8.5,0,0,1,0,0,0,1,0,0,1,0,4,Cloudy
28.0,48,3.5,8.0,1016.02,7.5,1,0,0,0,0,1,0,0,0,1,0,7,Sunny
10.0,104,18.0,74.0,1013.41,2.5,0,0,0,1,0,0,1,0,0,1,0,13,Cloudy
11.0,55,4.5,27.0,1009.55,5.0,0,0,1,0,0,1,0,0,0,0,1,4,Cloudy
15.0,54,13.5,36.0,1016.9,6.5,0,0,0,1,1,0,0,0,1,0,0,3,Cloudy
40.0,69,4.0,4.0,1015.21,8.0,1,0,0,0,0,0,0,1,1,0,0,9,Sunny
24.0,72,14.5,50.0,1008.63,2.5,0,0,1,0,0,1,0,0,1,0,0,2,Rainy
24.0,85,6.0,66.0,997.58,4.0,0,0,0,1,1,0,0,0,0,0,1,0,Rainy
24.0,57,7.5,11.0,1018.63,7.5,0,0,1,0,0,0,1,0,1,0,0,2,Cloudy
32.0,51,9.0,10.0,1018.04,9.0,0,0,0,1,0,1,0,0,0,1,0,1,Cloudy
-9.0,98,3.0,75.0,998.11,1.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
42.0,45,7.0,12.0,1022.54,7.0,0,0,0,1,0,0,1,0,0,1,0,6,Sunny
26.0,56,3.5,33.0,1015.29,8.5,0,0,0,1,0,0,0,1,0,0,1,4,Cloudy
